timestamp,dataset,algorithm,spark_version,features,partitions,lambda,max_iterations,actual_iterations,runtime_sec,accuracy_percent,model_norm,non_zero_weights,total_weights,non_zero_percent,convergence_status,train_file,test_file
2025-07-13T18:58:08.341707849,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.369,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:12:03.669702673,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.72,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:05:56.087512217,rcv1,lbfgs,4_0,47236,5,0.01,100,100,2.431,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T22:07:14.908489931,higgs,lbfgs,4_0,27,8,0.01,100,100,5.667,64.07,2.775366,27,27,100,max_iterations,higgs_train15k.binary,higgs_test10k.binary
2025-07-13T16:09:31.922207320,rcv1,lbfgs,4_0,47236,10,0.01,100,100,4.37,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:21:30.441894868,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.52,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:14:53.577255610,rcv1,lbfgs,4_0,47236,5,0.01,100,100,2.217,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:07:45.720653804,rcv1,lbfgs,4_0,47236,8,0.01,100,100,4.087,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:18:47.377762922,rcv1,lbfgs,4_0,47236,10,0.01,100,100,4.154,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:30:27.339836952,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.317,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:24:18.965728571,rcv1,lbfgs,4_0,47236,5,0.01,100,100,2.136,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:16:55.126108716,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.762,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:27:51.447159565,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.874,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:39:40.629110613,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.255,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:33:18.322991825,rcv1,lbfgs,4_0,47236,5,0.01,100,100,2.049,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:26:10.359677719,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.605,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:36:59.398394085,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.98,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:49:33.006471431,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.214,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:42:39.389470113,rcv1,lbfgs,4_0,47236,5,0.01,100,100,2.055,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:35:14.011012541,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.557,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:46:44.712431670,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.89,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:58:54.830506992,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.273,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:52:38.133759481,rcv1,lbfgs,4_0,47236,5,0.01,100,100,2.057,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:44:43.128238414,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.542,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:56:20.220007337,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.833,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:08:16.800090874,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.178,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:01:50.283916725,rcv1,lbfgs,4_0,47236,5,0.01,100,100,2.037,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:54:30.223972789,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.458,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:05:33.336475630,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.804,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:18:00.870639195,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.206,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:11:17.224597604,rcv1,lbfgs,4_0,47236,5,0.01,100,100,2.012,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:03:47.786535516,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.408,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T19:09:27.413999958,rcv1,admm,4_0,47236,10,0.01,50,14,100.05,92.08,2.057952,39374,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T19:07:32.391863892,rcv1,admm,4_0,47236,8,0.01,50,17,105.728,92.12,2.52166,39370,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T19:07:36.303333043,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.332,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T19:09:31.748526144,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.727,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
